smiles,ESPmin,ESPmax,dipole_moment,polarizability,idx
O=P([O-])(OC(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)F,-127.40736,-39.28921,7.4077,89.999,202
N#CC1(C#N)O[P-](F)(F)(F)(O(C(F)(F)F))OC1(C#N)C#N,-95.16605,-17.66481,1.407631,141.462,203
CC1(C)O[P-]2(F)(C(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-144.75759,-34.44192,7.195099,247.978667,204
FC(F)[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)C(F)F,-118.06688,-30.68033,4.297031,124.303,205
FCC1(CF)O[P-](F)(CF)(CF)(CF)OC1(CF)CF,-157.20585,-29.63348,7.388626,172.31,206
FCC1(CF)O[P-](O(C))(O(C))(O(C))(O(C))OC1(CF)CF,-161.75989,-30.35662,7.663356,204.251333,207
FC(F)(F)[P-](F)(F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-107.07667,-69.64458,1.937818,86.8038,208
FC(F)C1(C(F)F)O[P-](F)(F)(=O)OC1(C(F)F)C(F)F,-146.24138,-10.47409,14.029734,115.098,209
N#CC1(C#N)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N,-92.90687,7.57564,3.939836,197.224667,210
FCC1(CF)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(CF)CF,-109.50885,-28.98416,7.0414,158.781333,211
CC1(C)O[P-]2(F)(O(C(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2,-148.43117,-32.86818,8.686837,248.868333,212
FC(F)C1(C(F)F)O[P-](C)(C)(C)(C)OC1(C(F)F)C(F)F,-131.03191,-37.03568,4.042091,194.573,213
CC1(C)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C)C,-112.86762,-32.80531,6.71219,193.867333,214
FCC1(CF)O[P-](CF)(CF)(CF)(CF)OC1(CF)CF,-130.82215,-24.15351,5.271656,202.230333,215
CC1(C)O[P-]2(F)(C(F)(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-142.91641,-34.53512,7.997663,245.829,216
CC1(C)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C,-141.87541,-1.02355,10.87648,155.392,217
FCC1(CF)O[P-](F)(F)(O(CF))(O(CF))OC1(CF)CF,-125.92077,-23.53615,8.635404,160.447,218
FC(F)C1(C(F)F)O[P-](F)(C)(C)(C)OC1(C(F)F)C(F)F,-143.2237,-21.88921,6.546831,175.669333,219
N#CC1(C#N)O[P-](F)(O(CF))(O(CF))(O(CF))OC1(C#N)C#N,-110.74669,-18.60602,8.883519,184.542,220
FC(F)C1(C(F)F)O[P-](F)(F)(C)(C)OC1(C(F)F)C(F)F,-135.90218,-16.27456,7.375359,152.654333,221
CC1(C)O[P-]2(O(CF))(O(CF))(OC1(C)C)OC(C)(C)C(C)(C)O2,-155.74379,-31.85001,6.659453,272.458667,222
FC(F)C1(C(F)F)O[P-](F)(F)(F)(C)OC1(C(F)F)C(F)F,-140.24538,-11.76023,9.642283,130.420667,223
N#CC1(C#N)O[P-](F)(F)(O(C(F)F))(O(C(F)F))OC1(C#N)C#N,-103.77562,-15.23598,5.242143,161.67,224
N#CC1(C#N)O[P-](F)(C(F)F)(C(F)F)(C(F)F)OC1(C#N)C#N,-137.10836,-34.15005,7.673681,176.853667,225
CC1(C)O[P-]2(C(F)F)(C(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-98.81565,-18.12054,5.633137,266.458,226
FC(F)C1(C(F)F)O[P-](F)(F)(F)(F)OC1(C(F)F)C(F)F,-120.48943,-14.88299,8.060107,111.629667,227
N#CC1(C#N)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N,-92.14832,-36.10357,3.188765,149.119,228
N#CC1(C#N)O[P-]2(=O)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-106.9557,-7.16001,2.248842,232.677,229
CC1(C)O[P-](F)(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C)C,-129.24821,-28.00217,6.127052,181.813333,230
CC1(C)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C)C,-117.78427,-27.62597,7.613605,172.426,231
FC(F)C1(C(F)F)O[P-](F)(F)(F)(C#N)OC1(C(F)F)C(F)F,-116.92597,-0.20794,12.974755,128.611667,232
N#CC1(C#N)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N,-104.95548,-1.46284,5.558076,235.621,233
FCC1(CF)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(CF)CF,-133.85106,-24.11976,7.734624,202.240667,234
FC(F)C1(C(F)F)O[P-](F)(F)(F)(O(C))OC1(C(F)F)C(F)F,-124.69013,-37.40838,5.756491,132.019,235
FC(F)C1(C(F)F)O[P-](F)(F)(C#N)(C#N)OC1(C(F)F)C(F)F,-105.75115,-19.85257,14.329301,146.803667,236
FCC1(CF)O[P-](F)(O(CF))(O(CF))(O(CF))OC1(CF)CF,-147.81069,-18.07333,11.686153,176.121333,237
O=[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))O(C(F)(F)F),-123.75363,-51.50019,4.884815,80.5647,238
N#CC1(C#N)O[P-](O(CF))(O(CF))(O(CF))(O(CF))OC1(C#N)C#N,-114.11863,-26.4752,7.371179,205.818,239
FC(F)C1(C(F)F)O[P-](F)(C#N)(C#N)(C#N)OC1(C(F)F)C(F)F,-103.14286,7.07606,14.315584,166.241667,240
N#CC1(C#N)O[P-]2(F)(F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-82.35349,-7.68938,0.791415,226.091,241
FC(F)C1(C(F)F)O[P-](F)(F)(O(C))(O(C))OC1(C(F)F)C(F)F,-131.05348,-40.80591,4.12481,153.241,242
FC(F)C1(C(F)F)O[P-](F)(F)(F)(N(=O)=O)OC1(C(F)F)C(F)F,-128.70046,-0.26104,12.334651,132.500667,243
FC(F)(F)C1(C(F)(F)F)O[P-](=O)(=O)OC1(C(F)(F)F)C(F)(F)F,-130.62472,-41.45912,12.06951,115.13,244
N#CC1(C#N)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C#N)C#N,-101.07542,1.02819,14.796698,186.916333,245
FC(F)C1(C(F)F)O[P-](C#N)(C#N)(C#N)(C#N)OC1(C(F)F)C(F)F,-102.04777,0.63046,10.713955,196.282,246
N#CC1(C#N)O[P-]2(F)(C#N)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-88.0788,5.06174,1.644557,245.199,247
O=P([O-])(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F,-140.1699,-19.46406,9.213892,117.526333,248
CC1(C)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2,-146.20047,-31.22992,8.227649,268.956333,249
FC(F)C1(C(F)F)O[P-](F)(F)(F)(C(F)F)OC1(C(F)F)C(F)F,-128.99944,2.94907,11.087871,128.065667,250
N#CC1(C#N)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N,-92.41539,-16.29465,2.523327,159.653,251
CC1(C)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2,-127.28435,-33.46654,7.995519,262.081,252
FCC1(CF)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(CF)CF,-143.58285,20.94937,17.18889,228.670333,253
N#CC1(C#N)O[P-]2(F)(CF)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-94.1749,4.19371,4.137187,246.404667,254
N#CC1(C#N)O[P-]2(C#N)(C#N)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-85.06072,7.78064,2.039794,264.924,255
N#CC1(C#N)O[P-](F)(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C#N)C#N,-95.61581,-14.25383,5.72376,180.886333,256
FC(F)C1(C(F)F)O[P-](F)(F)(F)(O(C(F)F))OC1(C(F)F)C(F)F,-118.50728,-30.10239,4.48728,129.856,257
CC1(C)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C)C,-148.55588,-3.78774,8.538491,198.917667,258
FCC1(CF)O[P-](O(CF))(O(CF))(O(CF))(O(CF))OC1(CF)CF,-156.64806,-18.35971,7.03533,199.054333,259
FC(F)C1(C(F)F)O[P-](O(C))(O(C))(O(C))(O(C))OC1(C(F)F)C(F)F,-125.56988,-28.28923,5.775089,201.385333,260
N#CC1(C#N)O[P-]2(F)(N(=O)=O)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-87.69224,6.75789,1.932746,248.797,261
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(=O)OC1(C(F)(F)F)C(F)(F)F,-132.53306,-41.79395,10.462851,113.963,262
N#CC1(C#N)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N,-90.22843,-6.18322,3.708548,173.435,263
N#CC1(C#N)O[P-]2(CF)(CF)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-91.74449,-11.0025,7.255376,267.234667,264
N#CC1(C#N)O[P-]2(F)(O(CF))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-88.04605,-10.51243,3.591545,247.329,265
FC(F)C1(C(F)F)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F,-121.83676,6.01353,15.741057,154.953,266
CC1(C)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C,-119.28598,-21.59801,8.592117,178.706,267
N#CC1(C#N)O[P-]2(F)(C(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-91.46346,0.16894,3.763328,244.912667,268
CC1(C)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C)C,-108.51442,-26.78144,7.788393,189.784,269
FC(F)(F)C1(C(F)(F)F)O[P-](F)(C)(C)(C)OC1(C(F)(F)F)C(F)(F)F,-124.66377,-43.72574,2.566654,172.594,270
FC(F)C1(C(F)F)O[P-](F)(F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F,-116.27906,-22.45088,2.596478,144.224667,271
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C)(C)OC1(C(F)(F)F)C(F)(F)F,-117.39537,-48.05072,1.930218,149.802,272
CC1(C)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2,-131.21721,-28.03822,9.879952,266.875,273
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C)OC1(C(F)(F)F)C(F)(F)F,-121.405,-51.09275,5.623406,128.855,274
N#CC1(C#N)O[P-]2(F)(O(C(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-84.24574,-9.65272,3.524965,246.121,275
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(F)OC1(C(F)(F)F)C(F)(F)F,-109.79911,-47.12516,8.031301,110.367,276
N#CC1(C#N)O[P-]2(F)(C(F)(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-90.29245,7.17694,2.777088,243.235,277
FC(F)(F)[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-110.78275,-52.90122,5.794473,112.796,278
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-89.34474,-68.71913,0.007778,123.581,279
FC(F)(F)C(F)(C(F)(F)F)[P-](F)(F)(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-107.64889,-53.38577,2.859644,111.968,280
FCC1(CF)O[P-]2(F)(F)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-145.06692,-0.88344,8.535788,211.043667,281
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C#N)OC1(C(F)(F)F)C(F)(F)F,-102.28483,-43.05899,10.02765,127.377,282
FC(F)C1(C(F)F)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F,-112.92224,9.79133,13.805195,182.309333,283
N#CC1(C#N)O[P-]2(O(CF))(O(CF))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-87.384,-15.52224,6.945188,268.891,284
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(O(C))OC1(C(F)(F)F)C(F)(F)F,-119.80386,-40.71516,6.84607,130.818,285
FCC1(CF)O[P-]2(F)(C#N)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-132.91766,-20.10057,12.680952,229.778333,286
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F,-97.92177,-40.42821,11.564464,145.42,287
N#CC1(C#N)O[P-]2(C(F)F)(C(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-94.63543,-2.63281,5.431587,263.611333,288
N#CC1(C#N)O[P-]2(F)(O(C(F)(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-79.32404,-6.86255,1.975155,244.596,289
N#CC1(C#N)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C#N)C#N,-99.42559,-8.70093,8.479,200.500667,290
FCC1(CF)O[P-]2(F)(CF)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-150.09557,0.08526,8.941043,230.061,291
FCC1(CF)O[P-]2(C#N)(C#N)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-128.55484,-4.70307,17.095033,249.227667,292
FC(F)(F)C1(C(F)(F)F)O[P-](F)(C#N)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F,-96.91946,-37.49304,12.282696,164.925,293
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F,-111.583,-21.29198,3.72913,148.336667,294
FC(F)C1(C(F)F)O[P-](F)(F)(O(C(F)F))(O(C(F)F))OC1(C(F)F)C(F)F,-128.45831,-44.31979,5.642998,151.957,295
FC(F)C1(C(F)F)O[P-](F)(C(F)F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F,-131.76934,-9.07717,8.043843,162.201,296
N#CC1(C#N)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N,-86.09061,-12.85815,2.906205,178.129,297
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F,-114.2699,-40.95493,10.150328,131.047333,298
FC(F)(F)C1(C(F)(F)F)O[P-](C#N)(C#N)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F,-82.07347,-1.79152,3.804624,191.693,299
N#CC1(C#N)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N,-94.2287,-37.49614,12.333962,185.163,300
FCC1(CF)O[P-]2(F)(N(=O)=O)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-140.67766,-18.03695,10.822672,232.244333,301
FCC1(CF)O[P-]2(CF)(CF)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-144.27307,-5.58391,4.472673,251.132333,302
FC(F)C1(C(F)F)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F,-118.70521,-1.19995,9.528244,219.974,303
FC(F)(F)C1(C(F)(F)F)O[P-](F)(O(C))(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F,-133.77865,-43.18204,3.939377,174.457,304
FCC1(CF)O[P-]2(F)(O(CF))(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-148.03515,-2.1944,8.445997,232.146,305
N#CC1(C#N)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-80.81784,-6.65087,3.690458,265.709,306
FC(F)(F)C1(C(F)(F)F)O[P-](O(C))(O(C))(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F,-137.62674,-38.89997,2.367237,196.6,307
CC1(C)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C,-116.01431,-20.95583,8.406059,196.674,308
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-106.52275,-46.29543,6.591426,125.668,309
N#CC1(C#N)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-90.11513,-0.24178,3.822277,260.408,310
FC(F)C1(C(F)F)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F,-122.55256,-16.21268,5.800255,180.159,311
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F,-106.27188,-44.46475,6.684707,128.013,312
FCC1(CF)O[P-]2(O(CF))(O(CF))(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2,-144.47556,-17.48249,6.956639,252.386667,313
FC(F)(F)C1(C(F)(F)F)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F,-104.30795,-33.60218,11.444593,181.720333,314
N#CC1(C#N)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2,-77.87004,-4.60794,2.389061,263.114,315
N#CC1(C#N)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N,-85.48495,1.44503,3.233674,196.412,316
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-101.11801,-45.72304,5.468688,141.436,317
FC(F)(F)C1(C(F)(F)F)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F,-106.21273,-34.81804,11.745468,216.541,318
FC(F)C1(C(F)F)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C(F)F)C(F)F,-126.90834,-9.52592,2.924771,187.992,319
FC(F)C1(C(F)F)O[P-]2(=O)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-142.7265,-6.31801,10.064572,205.892333,320
FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F,-102.61788,-42.79984,5.646133,146.112,321
FC(F)(F)C1(C(F)(F)F)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-98.25282,-46.77508,4.624497,158.747,322
FC(F)C1(C(F)F)O[P-]2(F)(F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-119.01496,-2.50507,8.525687,201.324333,323
FC(F)C1(C(F)F)O[P-]2(F)(C#N)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-111.59437,3.27012,11.063274,220.143,324
FC(F)C1(C(F)F)O[P-]2(C#N)(C#N)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-106.26649,4.73689,11.581661,239.737667,325
FC(F)C1(C(F)F)O[P-]2(F)(N(=O)=O)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-114.63975,3.61726,9.793203,222.817,326
FC(F)C1(C(F)F)O[P-]2(F)(C(F)F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-122.5483,1.33608,9.106406,218.862333,327
FC(F)(F)C1(C(F)(F)F)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F,-97.17438,-42.14339,4.964279,164.478,328
FC(F)C1(C(F)F)O[P-]2(F)(O(C(F)F))(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-113.54598,-1.91703,6.307577,220.834667,329
FC(F)(F)C1(C(F)(F)F)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,-90.94796,-46.24656,4.492486,178.19,330
FC(F)C1(C(F)F)O[P-]2(C(F)F)(C(F)F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-108.85884,-0.10463,6.934801,236.517,331
FC(F)C1(C(F)F)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2,-110.51338,1.91362,6.543191,240.211667,332
FC(F)(F)C1(C(F)(F)F)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F,-93.9785,-42.6723,4.616917,183.352,333
FC(F)(F)C1(C(F)(F)F)O[P-]2(=O)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-125.80306,-39.99999,6.452654,203.346,334
FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(F)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-102.78638,-43.94904,3.777496,198.663,335
FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(C#N)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-99.83427,-41.07748,6.741033,217.419,336
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-103.89735,-28.5834,3.993932,191.765333,337
FC(F)(F)C1(C(F)(F)F)O[P-]2(C#N)(C#N)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-97.70267,-38.21016,8.54635,237.019,338
FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(N(=O)=O)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-109.90008,-38.85135,6.991885,220.979,339
FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(C(F)(F)F)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-99.1274,-43.79919,3.590989,215.214,340
FC(F)(F)C1(C(F)(F)F)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-90.32806,-43.00286,3.354973,232.81,341
FC(F)(F)C1(C(F)(F)F)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2,-93.03217,-41.20151,4.020288,235.533,342
