PCA1,PCA2,Cluster,idx,smiles
0.39929179251181157,-1.5328238738049083,2,201,CC1(C)O[P-]2(F)(O(CF))(OC1(C)C)OC(C)(C)C(C)(C)O2
-0.8418624700778508,0.22508634213961717,0,202,O=P([O-])(OC(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)F
0.9874978282558589,1.0388394446358626,1,203,N#CC1(C#N)O[P-](F)(F)(F)(O(C(F)(F)F))OC1(C#N)C#N
0.5747694614311699,-1.0424431614568466,2,204,CC1(C)O[P-]2(F)(C(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2
-0.04275822102796817,0.36162031283983326,1,205,FC(F)[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)C(F)F
-0.3199285763194862,-1.4727254283030389,2,206,FCC1(CF)O[P-](F)(CF)(CF)(CF)OC1(CF)CF
-0.10511628991927603,-1.73966614185147,2,207,FCC1(CF)O[P-](O(C))(O(C))(O(C))(O(C))OC1(CF)CF
-1.3511845632176818,1.7212082015553811,3,208,FC(F)(F)[P-](F)(F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F
-0.12116022357907105,-1.2341713880537688,2,209,FC(F)C1(C(F)F)O[P-](F)(F)(=O)OC1(C(F)F)C(F)F
2.3522924617189203,0.4775631465138579,4,210,N#CC1(C#N)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N
0.538579450638576,0.6034775495390159,1,211,FCC1(CF)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(CF)CF
0.5548786200843098,-1.2347033397607574,2,212,CC1(C)O[P-]2(F)(O(C(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2
0.2290875643742351,-0.2563348206362323,2,213,FC(F)C1(C(F)F)O[P-](C)(C)(C)(C)OC1(C(F)F)C(F)F
0.7191682336975981,0.44207352461136584,1,214,CC1(C)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C)C
0.6916442262141098,-0.5277131534968278,2,215,FCC1(CF)O[P-](CF)(CF)(CF)(CF)OC1(CF)CF
0.5876355744105741,-0.9555557844262037,2,216,CC1(C)O[P-]2(F)(C(F)(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2
0.6624252081547064,-1.3447782287797332,2,217,CC1(C)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C
0.3792965884165165,-0.21734081543833142,2,218,FCC1(CF)O[P-](F)(F)(O(CF))(O(CF))OC1(CF)CF
0.2297033655472077,-1.0361125152141573,2,219,FC(F)C1(C(F)F)O[P-](F)(C)(C)(C)OC1(C(F)F)C(F)F
1.0844985438325336,0.27184774951250856,1,220,N#CC1(C#N)O[P-](F)(O(CF))(O(CF))(O(CF))OC1(C#N)C#N
0.3077989634006579,-0.7726330488398272,2,221,FC(F)C1(C(F)F)O[P-](F)(F)(C)(C)OC1(C(F)F)C(F)F
0.678167806240021,-1.6331628405300815,2,222,CC1(C)O[P-]2(O(CF))(O(CF))(OC1(C)C)OC(C)(C)C(C)(C)O2
0.12214504931278387,-0.9911459834944208,2,223,FC(F)C1(C(F)F)O[P-](F)(F)(F)(C)OC1(C(F)F)C(F)F
1.090796815583366,0.5651464962648223,1,224,N#CC1(C#N)O[P-](F)(F)(O(C(F)F))(O(C(F)F))OC1(C#N)C#N
0.006490004988117799,-0.5286785530076177,2,225,N#CC1(C#N)O[P-](F)(C(F)F)(C(F)F)(C(F)F)OC1(C#N)C#N
2.1888904892693737,0.556333391987363,4,226,CC1(C)O[P-]2(C(F)F)(C(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2
0.24181767300137144,-0.027456479629458585,1,227,FC(F)C1(C(F)F)O[P-](F)(F)(F)(F)OC1(C(F)F)C(F)F
0.5856175214226558,1.5202567677457473,1,228,N#CC1(C#N)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N
1.995931763927657,0.07524103998382813,4,229,N#CC1(C#N)O[P-]2(=O)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
0.3999834277399581,-0.32765879924548474,2,230,CC1(C)O[P-](F)(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C)C
0.5494970375072797,0.18333859821932336,1,231,CC1(C)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C)C
0.9222028463992019,-0.21561129596054407,1,232,FC(F)C1(C(F)F)O[P-](F)(F)(F)(C#N)OC1(C(F)F)C(F)F
2.2350835904260276,0.03851296177489148,4,233,N#CC1(C#N)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C#N)C#N
0.6305759729048523,-0.6587993342301566,2,234,FCC1(CF)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(CF)CF
-0.2971556754957592,0.19161568866203238,1,235,FC(F)C1(C(F)F)O[P-](F)(F)(F)(O(C))OC1(C(F)F)C(F)F
0.7609478647380695,0.6130509800431708,1,236,FC(F)C1(C(F)F)O[P-](F)(F)(C#N)(C#N)OC1(C(F)F)C(F)F
0.2525559916176642,-1.3117554200081614,2,237,FCC1(CF)O[P-](F)(O(CF))(O(CF))(O(CF))OC1(CF)CF
-1.2236963796795788,0.6539812148098488,3,238,O=[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))O(C(F)(F)F)
1.0031532075368863,0.22851786290315085,1,239,N#CC1(C#N)O[P-](O(CF))(O(CF))(O(CF))(O(CF))OC1(C#N)C#N
1.807806506906435,0.12998011210310698,4,240,FC(F)C1(C(F)F)O[P-](F)(C#N)(C#N)(C#N)OC1(C(F)F)C(F)F
2.4173536812292227,1.1625389377522886,4,241,N#CC1(C#N)O[P-]2(F)(F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
-0.3088145770137555,-0.07055254619543135,2,242,FC(F)C1(C(F)F)O[P-](F)(F)(O(C))(O(C))OC1(C(F)F)C(F)F
0.7190948653699045,-0.7317762833527219,2,243,FC(F)C1(C(F)F)O[P-](F)(F)(F)(N(=O)=O)OC1(C(F)F)C(F)F
-0.7124762073185635,0.0631028746629427,0,244,FC(F)(F)C1(C(F)(F)F)O[P-](=O)(=O)OC1(C(F)(F)F)C(F)(F)F
1.885518129566877,0.2856482101519788,4,245,N#CC1(C#N)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C#N)C#N
1.95048730112427,0.2267472824444819,4,246,FC(F)C1(C(F)F)O[P-](C#N)(C#N)(C#N)(C#N)OC1(C(F)F)C(F)F
2.8723836073213542,0.6076805142477995,4,247,N#CC1(C#N)O[P-]2(F)(C#N)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
-0.23614592497613623,-0.7979481451498487,2,248,O=P([O-])(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F
0.8561624157995125,-1.2255118062532815,2,249,CC1(C)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2
0.7617011502973005,-0.7975402968346229,2,250,FC(F)C1(C(F)F)O[P-](F)(F)(F)(C(F)F)OC1(C(F)F)C(F)F
1.2719877580153078,1.080899636198219,1,251,N#CC1(C#N)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N
1.1076315325060935,-0.34774837911129913,2,252,CC1(C)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C)C)OC(C)(C)C(C)(C)O2
2.0303387945064406,-2.0577582369188954,2,253,FCC1(CF)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(CF)CF
2.7341469262308795,0.3595633933739042,4,254,N#CC1(C#N)O[P-]2(F)(CF)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
3.217896257203689,0.6299332000377812,4,255,N#CC1(C#N)O[P-]2(C#N)(C#N)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
1.4854663925557559,0.8451239421224701,4,256,N#CC1(C#N)O[P-](F)(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C#N)C#N
0.022512953302569406,0.3161381012972453,1,257,FC(F)C1(C(F)F)O[P-](F)(F)(F)(O(C(F)F))OC1(C(F)F)C(F)F
0.8930332602575288,-1.6930803317108964,2,258,CC1(C)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C)C
0.29936214932833904,-1.7477667660445724,2,259,FCC1(CF)O[P-](O(CF))(O(CF))(O(CF))(O(CF))OC1(CF)CF
0.668975613824496,-0.21592858810000098,2,260,FC(F)C1(C(F)F)O[P-](O(C))(O(C))(O(C))(O(C))OC1(C(F)F)C(F)F
2.9673756882999216,0.5804668224488738,4,261,N#CC1(C#N)O[P-]2(F)(N(=O)=O)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
-0.7735432918993391,-0.00916098281485512,0,262,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(=O)OC1(C(F)(F)F)C(F)(F)F
1.756752501449903,0.9341354677414566,4,263,N#CC1(C#N)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N
2.5515902651350606,0.7150153296084832,4,264,N#CC1(C#N)O[P-]2(CF)(CF)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
2.4365401574690524,0.9176109767576819,4,265,N#CC1(C#N)O[P-]2(F)(O(CF))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
1.2763563156607043,-0.6230309036592964,4,266,FC(F)C1(C(F)F)O[P-](F)(F)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F
0.760930968023572,-0.019732149346782045,1,267,CC1(C)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C
2.6559182149922993,0.5614729449654025,4,268,N#CC1(C#N)O[P-]2(F)(C(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
0.9437243685676749,0.5188482772085462,1,269,CC1(C)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C)C
-0.06393788634001411,0.21159206852166998,1,270,FC(F)(F)C1(C(F)(F)F)O[P-](F)(C)(C)(C)OC1(C(F)(F)F)C(F)(F)F
0.44175943270767093,0.2192105331273236,1,271,FC(F)C1(C(F)F)O[P-](F)(F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F
-0.2772476954539004,0.6727288699788633,1,272,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C)(C)OC1(C(F)(F)F)C(F)(F)F
1.2361803968794958,-0.6393903039810239,2,273,CC1(C)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C)C)OC(C)(C)C(C)(C)O2
-0.6652333445572097,0.6175861659221222,3,274,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C)OC1(C(F)(F)F)C(F)(F)F
2.527386681006586,1.0670813277028715,4,275,N#CC1(C#N)O[P-]2(F)(O(C(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
-0.5009793899871875,1.0865961331334693,1,276,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(F)OC1(C(F)(F)F)C(F)(F)F
2.8689537684644733,0.4749767724584801,4,277,N#CC1(C#N)O[P-]2(F)(C(F)(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
-0.6661493764767906,1.1542907872717239,3,278,FC(F)(F)[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)C(F)(F)F
-0.5805219673229162,2.3673464032465845,3,279,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
-0.6246350046664239,1.3011786022673897,3,280,FC(F)(F)C(F)(C(F)(F)F)[P-](F)(F)(F)(F)C(F)(C(F)(F)F)C(F)(F)F
1.1752617903019182,-1.633957493370292,2,281,FCC1(CF)O[P-]2(F)(F)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
-0.051532944222227615,1.2824705156512146,1,282,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C#N)OC1(C(F)(F)F)C(F)(F)F
1.8528074685247562,-0.388762373586322,4,283,FC(F)C1(C(F)F)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F
2.525121476356926,0.9894658093868232,4,284,N#CC1(C#N)O[P-]2(O(CF))(O(CF))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
-0.30660624148829196,0.47187439973349476,1,285,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(O(C))OC1(C(F)(F)F)C(F)(F)F
1.0521917933584266,-0.7734289134053419,2,286,FCC1(CF)O[P-]2(F)(C#N)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
0.30163627209373595,1.3688975454550938,1,287,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F
2.7012659051829977,0.43141012370047344,4,288,N#CC1(C#N)O[P-]2(C(F)F)(C(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
2.6948103852140526,1.226721079796134,4,289,N#CC1(C#N)O[P-]2(F)(O(C(F)(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
1.773126237590001,0.5165933577310935,4,290,N#CC1(C#N)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C#N)C#N
1.2967886236248256,-1.920865178869047,2,291,FCC1(CF)O[P-]2(F)(CF)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
1.795710414825433,-0.9483567226938657,2,292,FCC1(CF)O[P-]2(C#N)(C#N)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
0.6098720585782265,1.3006081298388232,1,293,FC(F)(F)C1(C(F)(F)F)O[P-](F)(C#N)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F
0.6146913215818334,0.3869601861836231,1,294,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F
-0.3722433157455694,0.1154877753128346,1,295,FC(F)C1(C(F)F)O[P-](F)(F)(O(C(F)F))(O(C(F)F))OC1(C(F)F)C(F)F
0.7030151078528989,-0.7655069660678031,2,296,FC(F)C1(C(F)F)O[P-](F)(C(F)F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F
1.6936089092262154,1.2343524808969608,4,297,N#CC1(C#N)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N
-0.1977139613139799,0.7143039906270657,1,298,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F
2.2418092545859416,1.1476788612502113,4,299,FC(F)(F)C1(C(F)(F)F)O[P-](C#N)(C#N)(C#N)(C#N)OC1(C(F)(F)F)C(F)(F)F
0.8738257695446578,1.3623170119202117,1,300,N#CC1(C#N)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C#N)C#N
0.9791135335474215,-1.1556900481528933,2,301,FCC1(CF)O[P-]2(F)(N(=O)=O)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
1.4668144629545155,-1.6122652743050094,2,302,FCC1(CF)O[P-]2(CF)(CF)(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
1.7991625207117043,-0.5167538256544879,4,303,FC(F)C1(C(F)F)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)F)C(F)F
-0.2157923149608047,-0.19670912973098248,2,304,FC(F)(F)C1(C(F)(F)F)O[P-](F)(O(C))(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F
1.29348030668138,-1.7917629121590022,2,305,FCC1(CF)O[P-]2(F)(O(CF))(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
2.888227180321542,1.1016324390225087,4,306,N#CC1(C#N)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
0.059759779530363065,-0.5080176988521151,2,307,FC(F)(F)C1(C(F)(F)F)O[P-](O(C))(O(C))(O(C))(O(C))OC1(C(F)(F)F)C(F)(F)F
1.0323824693042791,0.06003919481988298,1,308,CC1(C)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C)C
-0.2514285664127965,1.1699247508505786,1,309,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F
2.8313832962510443,0.5863176459159375,4,310,N#CC1(C#N)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
0.8674169861767083,-0.27288346181868883,2,311,FC(F)C1(C(F)F)O[P-](C(F)F)(C(F)F)(C(F)F)(C(F)F)OC1(C(F)F)C(F)F
-0.1681895919662633,1.1375103022836643,1,312,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(F)(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F
1.125314431466172,-1.3842747469190917,2,313,FCC1(CF)O[P-]2(O(CF))(O(CF))(OC1(CF)CF)OC(CF)(CF)C(CF)(CF)O2
0.7460627996441931,0.859113561842114,1,314,FC(F)(F)C1(C(F)(F)F)O[P-](F)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F
2.9820979577371873,1.1942474167020718,4,315,N#CC1(C#N)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C#N)C#N)OC(C#N)(C#N)C(C#N)(C#N)O2
2.31576136203754,0.9229010846027775,4,316,N#CC1(C#N)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C#N)C#N
0.03904993320702366,1.3488101195358804,1,317,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F
1.0304550337389529,0.7084419018747947,1,318,FC(F)(F)C1(C(F)(F)F)O[P-](N(=O)=O)(N(=O)=O)(N(=O)=O)(N(=O)=O)OC1(C(F)(F)F)C(F)(F)F
1.0556896442849049,-0.6162550591884962,2,319,FC(F)C1(C(F)F)O[P-](O(C(F)F))(O(C(F)F))(O(C(F)F))(O(C(F)F))OC1(C(F)F)C(F)F
1.010157060750466,-1.409778517138124,2,320,FC(F)C1(C(F)F)O[P-]2(=O)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
0.14256939537373228,1.212753648960805,1,321,FC(F)(F)C1(C(F)(F)F)O[P-](F)(F)(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F
0.24550274982740936,1.4470259098089755,1,322,FC(F)(F)C1(C(F)(F)F)O[P-](F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F
1.5619545099398506,-0.45383095514388494,4,323,FC(F)C1(C(F)F)O[P-]2(F)(F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
2.0784523180188135,-0.3013120702039592,4,324,FC(F)C1(C(F)F)O[P-]2(F)(C#N)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
2.433167020939482,-0.15402373311817089,4,325,FC(F)C1(C(F)F)O[P-]2(C#N)(C#N)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
2.053755895087749,-0.44656056919167825,4,326,FC(F)C1(C(F)F)O[P-]2(F)(N(=O)=O)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
1.7834717656458248,-0.7303680728372343,4,327,FC(F)C1(C(F)F)O[P-]2(F)(C(F)F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
0.4631244548221151,1.3846567597285162,1,328,FC(F)(F)C1(C(F)(F)F)O[P-](F)(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F
1.8928259181192089,-0.28251414744421055,4,329,FC(F)C1(C(F)F)O[P-]2(F)(O(C(F)F))(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
0.6116086577257597,1.6987481681689973,1,330,FC(F)(F)C1(C(F)(F)F)O[P-](C(F)(F)F)(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F
2.2041968043883924,-0.15930640400048005,4,331,FC(F)C1(C(F)F)O[P-]2(C(F)F)(C(F)F)(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
2.2677750788607614,-0.28113542181956014,4,332,FC(F)C1(C(F)F)O[P-]2(O(C(F)F))(O(C(F)F))(OC1(C(F)F)C(F)F)OC(C(F)F)(C(F)F)C(C(F)F)(C(F)F)O2
0.7078924287865669,1.482368242204948,1,333,FC(F)(F)C1(C(F)(F)F)O[P-](O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))(O(C(F)(F)F))OC1(C(F)(F)F)C(F)(F)F
0.3396629558909638,0.00506066607416929,2,334,FC(F)(F)C1(C(F)(F)F)O[P-]2(=O)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
0.6475040231937851,1.0880112510702313,1,335,FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(F)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
0.986158637643752,1.106938196991781,1,336,FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(C#N)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
1.0058848850527224,0.7486394723817504,1,337,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1.316555889043267,1.0883730047338438,1,338,FC(F)(F)C1(C(F)(F)F)O[P-]2(C#N)(C#N)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
0.8818257182951568,0.6192175307367017,1,339,FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(N(=O)=O)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
0.8977905052965495,1.1981805250581863,1,340,FC(F)(F)C1(C(F)(F)F)O[P-]2(F)(C(F)(F)F)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
1.2833973306001452,1.513772755755608,1,341,FC(F)(F)C1(C(F)(F)F)O[P-]2(C(F)(F)F)(C(F)(F)F)(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
1.3090220366643037,1.3537428753357417,1,342,FC(F)(F)C1(C(F)(F)F)O[P-]2(O(C(F)(F)F))(O(C(F)(F)F))(OC1(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)O2
